Name,Condition,variable,value,FA
2,Control_RT,18:1_25:0,3.1678222827701887,18:1
3,Control_RT,18:1_25:0,1.749783813053962,18:1
4,KO_RT,18:1_25:0,0.862379603171581,18:1
5,KO_RT,18:1_25:0,0.784423411299942,18:1
6,KO_RT,18:1_25:0,1.6413061961655508,18:1
7,Control_cold,18:1_25:0,1.3475122002775552,18:1
8,Control_cold,18:1_25:0,0.7237234537040629,18:1
9,Control_cold,18:1_25:0,1.5114989032486608,18:1
10,Control_cold,18:1_25:0,1.2814915205514503,18:1
11,Control_cold,18:1_25:0,0.9301801235028716,18:1
12,Control_cold,18:1_25:0,1.895876464825817,18:1
13,KO_cold,18:1_25:0,0.9619497061316734,18:1
14,KO_cold,18:1_25:0,1.198034927146019,18:1
15,KO_cold,18:1_25:0,1.117207249791328,18:1
16,KO_cold,18:1_25:0,3.1653361231636827,18:1
17,KO_cold,18:1_25:0,1.5365643606033463,18:1
18,KO_cold,18:1_25:0,1.312049167076374,18:1
1,Control_RT,18:2_20:0,0.9196710584149616,18:2
2,Control_RT,18:2_20:0,4.359335908115937,18:2
3,Control_RT,18:2_20:0,1.2260743720847225,18:2
4,KO_RT,18:2_20:0,1.979708344851476,18:2
5,KO_RT,18:2_20:0,3.494576357516383,18:2
6,KO_RT,18:2_20:0,3.5673231266288687,18:2
7,Control_cold,18:2_20:0,3.4799829638235895,18:2
8,Control_cold,18:2_20:0,1.4965711530087085,18:2
9,Control_cold,18:2_20:0,2.26384460676038,18:2
10,Control_cold,18:2_20:0,1.9600624758358187,18:2
